FINESS_Hosp;Geo_Hosp;RegCode;DepCode;PMSIcode;catchmentHosp;PMSIpop;PMSIpopdensity;PMSIcode_Name
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69004;1148,3670717531602;36629,80607193688;13118,5760349375269;Lyon 4e Arrondissement
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38200;1122,5386224573322;43896,73552322687;412,0079333590293;Vienne
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69720;1117,9448751536113;12579,81974463333;354,2283787186263;Saint-Bonnet-De-Mure
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69600;1115,0763899738565;27093,50442667933;5789,3897196984362;Oullins
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69680;1106,5901007061707;10679,51458305130;902,2724090172622;Chassieu
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69001;1060,1296694430637;29976,05703227335;21339,9196068847377;Lyon 1er Arrondissement
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01800;1040,2301030351659;22574,45701385666;127,8283604735749;Meximieux
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38080;943,0322350850561;21706,53489734429;459,2386139481858;L'isle-D'abeau
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38460;914,7643867723920;21449,26414381230;117,5035080317953;Crémieu
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69230;911,7749823270458;21525,23386892180;1653,6507039767546;Saint-Genis-Laval
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01360;800,1101077977610;10504,09032285267;175,4105822746738;Béligneux
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69160;767,1450721737896;22638,85910587637;2772,2761725275841;Tassin-La-Demi-Lune
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74C02;764,8530654340899;190928,53577797199;560,2460721791563;Quintal/Poisy/Groisy/Fillière/Annecy
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69290;749,2717700649345;25163,72745354871;783,2811385187719;Craponne
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69960;746,5807500714144;11304,64046541633;945,1484181379566;Corbas
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69390;746,3917162663563;17424,00892886897;732,9905362854939;Vernaison
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69400;718,5170132664152;57342,61453549568;1106,1051255314339;Villefranche-Sur-Saône
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69320;713,1115470379237;9937,63038593524;957,9661429502170;Feyzin
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69270;707,3934984809590;18353,66841878380;893,4734184559970;Fontaines-Sur-Saône
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69110;697,4105436361748;22403,18636822407;3362,8778730276977;Sainte-Foy-Lès-Lyon
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38110;689,5983044925904;32291,02699671554;249,1841984763295;La Tour-Du-Pin
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38280;660,9555123489248;7957,95257981645;188,4865169593625;Villette-D'anthon
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38540;659,7084928454489;11837,00424226912;273,2719541458534;Heyrieux
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01500;652,2141743920400;25420,35845426106;251,8205512654642;Ambérieu-En-Bugey
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01150;632,8208220375373;18575,60829557200;118,7542871327733;Lagnieu
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69340;605,4493555092054;14960,74690354864;1774,6893889369339;Francheville
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38290;589,0745855586658;11855,19977118412;333,1297151583556;La Verpillière
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69530;565,5097204677697;14522,31578778176;716,7040674110494;Brignais
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69130;557,4665634003916;18675,01007493362;2260,4710074546024;Écully
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01000;551,6921550536256;48184,28989223447;1309,5735625430532;Bourg-En-Bresse
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69380;525,1287455519929;26938,05865186875;329,9597638335557;Chazay-D'azergues
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69310;523,8865667831017;10587,89163917542;2441,0783274558457;Pierre-Bénite
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69250;512,0801939752246;17891,27252431393;646,0819119542159;Neuville-Sur-Saône
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69210;510,4653485213225;30281,13211348472;281,4208096298966;Lentilly
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26000;501,8882095514651;64421,70658818240;1750,7682600314542;Valence
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01100;495,2104578064943;34313,39682893458;327,6214872882469;Oyonnax
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38780;460,6611120497727;14934,28627529336;159,4273028775165;Pont-Évêque
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38150;455,3876839230274;25823,48510707248;184,0964822468181;Roussillon
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38440;454,4537307082305;16805,02827192654;93,3752116902309;Saint-Jean-De-Bournay
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74100;442,8777056993193;65163,35645909112;2535,9019832950858;Annemasse
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69510;436,4320416437028;13434,94865020055;198,8003635892842;Soucieu-En-Jarrest
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38550;432,3862724499463;19396,71450667993;368,7978000922593;Saint-Maurice-L'exil
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42C07;419,8231917545687;183967,01325754271;1888,8594709224858;Saint-Étienne/Roche-La-Molière
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69440;411,7937550703255;17868,34825368480;185,3302769336602;Mornant
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69520;407,6760125354326;9864,07853008527;1666,1962700887493;Grigny
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01390;401,4811169228329;12634,54140795089;103,3478365122247;Saint-André-De-Corcy
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69580;385,3627478855242;8640,43197767959;1315,1068200982099;Sathonay-Camp
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01600;377,3004593166724;24171,83313707450;447,0422884187341;Trévoux
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69540;373,1087507807625;8842,65855085671;991,2752027531133;Irigny
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69970;362,5202143363885;6143,80520494993;199,0249349463566;Chaponnay
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74000;345,8633866343775;79553,28618325409;1912,3888103806496;Annecy
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69570;332,4534559803349;8876,40931630571;631,8732402494452;Dardilly
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38510;328,2606170452482;15987,33943661516;94,3266664038090;Morestel
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38790;318,7070707037853;8178,47487092770;165,9083943257288;Saint-Georges-D'espéranche
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42000;307,9071873065490;172320,74624151381;2991,0667132135031;St Etienne
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38070;295,6283900490017;6150,84059510232;257,2821862292079;Saint-Quentin-Fallavier
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;73;73000;291,3058336816179;76832,10167199848;1581,8276032957049;Chambéry
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26200;274,2943045000194;40882,29841993564;844,4713960989068;Montélimar
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69350;268,2461471130682;6584,94217053523;3247,8889377634073;La Mulatière
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69124;258,2704832482824;2704,83893677421;97,0571118688829;Colombier-Saugnieu
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69630;253,7259802957386;8864,90559608363;540,1383156378703;Chaponost
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;71;71000;250,6063699100845;36279,44499141367;943,4548041675563;Mâcon
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38390;248,9762699174522;9685,64460449815;113,6075751198792;Montalieu-Vercieu
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42800;241,8577696649076;30015,19792852173;355,3485587478540;Rive-De-Gier
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07200;241,7114535449579;32508,12165659181;174,8449538623974;Aubenas
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26140;224,8620178662131;14022,94277777129;169,5430354376167;Saint-Rambert-D'albon
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69220;223,4921850479405;20704,17331444151;234,1700209692783;Belleville-En-Beaujolais
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01630;217,9374124819241;22448,55318778028;337,3172926010744;Saint-Genis-Pouilly
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38670;213,9501634457708;6180,41094066131;742,4461060403593;Chasse-Sur-Rhône
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01480;213,2020401851516;19118,62438412284;205,7642433581647;Jassans-Riottier
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74200;212,3565342153295;52075,26574020706;615,7298412847177;Thonon-Les-Bains
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01250;209,9251210788017;16991,47242048907;72,5027742729873;Ceyzériat
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01C02;208,4840604122736;14248,19443283264;73,7341406050645;Nantua/Montréal-La-Cluse
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69126;206,6879208206517;6384,72817651437;549,9340418422761;Brindas
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26100;202,0478955505007;33679,29776403532;1007,7767023091919;Romans-Sur-Isère
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69480;200,9576838717506;16687,24269590883;326,1280867931896;Anse
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38270;200,7925009705610;13414,12775436465;87,7998053798112;Beaurepaire
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01320;197,8491121959134;6525,09268132258;54,1762124598851;Chalamont
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01210;197,0019749067550;16763,11384368578;1047,6793583997044;Ferney-Voltaire
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01170;194,4260428021447;26578,54798489914;258,7532723041967;Gex
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38890;193,6793821887262;7187,46627402333;134,3929903208608;Saint-Chef
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26300;192,9610726341903;30497,72539759205;128,8466999803688;Bourg-De-Péage
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69450;192,5180569336858;5790,11828654995;823,0347052785650;Saint-Cyr-Au-Mont-D'or
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26600;184,2531126388717;24323,00120280407;186,9533127402414;Tain-L'hermitage
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01C01;183,9911488042575;17503,23181585056;155,0550255637691;Replonges/Grièges
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01330;183,5963679522596;8939,60885989908;59,2963369902495;Villars-Les-Dombes
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26500;178,0077655205108;20082,59853807903;992,6951214348991;Bourg-Lès-Valence
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01160;177,8332998402510;10435,98225902739;88,3791842262856;Pont-D'ain
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69660;177,1906642310576;4229,73688356899;1119,6581001499831;Collonges-Au-Mont-D'or
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74160;177,1162229688012;31250,80875408505;442,2659495277798;Saint-Julien-En-Genevois
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69410;176,4271368533452;5845,42709539792;2147,7843596131115;Champagne-Au-Mont-D'or
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01340;175,1695527259891;15503,68798200367;91,0353997313302;Attignat
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38260;174,5497293742224;20259,01640598185;79,6873473881518;La Côte-Saint-André
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69420;169,9776538720844;9930,75646733223;122,4866203715531;Condrieu
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69370;168,6590271659315;7013,70516223701;873,3980537917033;Saint-Didier-Au-Mont-D'or
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26800;166,6116547678447;19702,87954017940;262,4601607095017;Portes-Lès-Valence
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26120;164,1411394846851;22844,23059651523;99,5963276396753;Chabeuil
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38370;163,8308140519125;8144,41554317653;436,6791059803503;Saint-Clair-Du-Rhône
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74800;163,0475543644164;28776,62323957251;304,6910848041717;La Roche-Sur-Foron
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69280;162,0033115188190;5736,06490831747;514,7309012020812;Marcy-L'étoile
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38000;161,2587529933263;160997,39815244466;8801,9108958016041;Grenoble
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69730;160,0551152803990;5583,74024826951;682,5320683088827;Genay
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69170;155,3060474327177;15416,74618347669;128,1200326832935;Tarare
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;27;71;71100;155,0260615366161;55325,53357701357;1025,2656292989825;Chalon-Sur-Saône
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69650;153,2450771411247;6626,08843024186;285,7336231558377;Quincieux
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74150;152,6952156901842;32245,68780390949;189,0560554456926;Rumilly
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74140;152,4644132854466;33263,80951212032;266,8686692007059;Douvaine
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;63;63000;151,6707638043611;146090,49663550837;3396,8132293278582;Clermont-Ferrand
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07100;151,4086756648872;23254,91983693000;345,7081341090245;Annonay
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42300;150,0354794037431;47577,90709781118;748,6364335652738;Roanne
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01300;149,3241720205143;21673,90453242246;90,4692829945168;Belley
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69670;148,4194242403422;5830,57676829974;239,7433613406365;Vaugneray
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69260;148,4126456499731;5227,73932565175;1366,8936200567261;Charbonnières-Les-Bains
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74130;147,7927212951454;23795,24900524853;147,7594671020919;Bonneville
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38490;147,4208360004597;16423,85701387004;204,4143861917980;Les Abrets En Dauphiné
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01240;141,3848843816007;7963,10301186971;50,3911529383330;Saint-Paul-De-Varax
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01200;139,2437386920065;21509,37099607612;133,8619589182383;Valserhône
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;26;26240;138,3246078763587;13525,14963661255;150,5011503403124;Saint-Vallier
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;38;38690;135,3449770506859;15521,47683101068;99,0318960128428;Le Grand-Lemps
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69490;135,3210787825758;10027,58327722965;117,9507392545110;Vindry-Sur-Turdine
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;74;74500;135,2664022089512;35380,35386666682;237,8489342186399;Évian-Les-Bains
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42410;134,2771782169071;9844,58867065759;115,9096534117420;Pélussin
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07340;133,5585561145027;13001,20079257330;122,3874186111601;Peaugres
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01230;132,3975179699619;5445,30868150994;41,6989484497347;Saint-Rambert-En-Bugey
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69620;132,1935842813926;12178,84022170874;103,0885330308342;Val D'oingt
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69460;130,6481820763445;9041,07999490449;124,7256552347207;Saint-Étienne-Des-Oullières
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;01;01960;130,0211639552944;8932,38313088893;159,2710010881553;Péronnas
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07300;129,3528017122140;18203,21245941141;168,0965460696429;Tournon-Sur-Rhône
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;42;42400;128,1894932657985;35395,41834617630;634,4823739254560;Saint-Chamond
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;69;69560;127,8338389925692;5207,88245876728;247,0723874751434;Sainte-Colombe
690781810 - HOSPICES CIVILS DE LYON;690007539 - HÔPITAL FEMME MERE ENFANT;84;07;07000;125,1719457301334;17343,77729052200;105,2150856281682;Privas
